index	P(0)	P(1)	P(2)	Pw	u	v	cab	start_uni	end_uni	groups
419	1.625	-0.3	0.875	1	0.0667318	0.109375	2	9	16	
420	1.625	-0.4	0.875	1	0.0875651	0.109375	2	9	16	
421	1.625	-0.5	0.875	1	0.108398	0.109375	2	9	16	
422	1.625	-0.6	0.875	1	0.129232	0.109375	2	9	16	
423	1.625	-0.7	0.875	1	0.150065	0.109375	2	9	16	
424	1.75	0	0.875	1	0.00455729	0.109375	2	9	16	
425	1.75	-0.1	0.875	1	0.0253906	0.109375	2	9	16	
426	1.75	-0.2	0.875	1	0.046224	0.109375	2	9	16	
427	1.75	-0.3	0.875	1	0.0670573	0.109375	2	9	16	
428	1.75	-0.4	0.875	1	0.0878906	0.109375	2	9	16	
429	1.75	-0.5	0.875	1	0.108724	0.109375	2	9	16	
430	1.75	-0.6	0.875	1	0.129557	0.109375	2	9	16	
431	1.75	-0.7	0.875	1	0.150391	0.109375	2	9	16	
432	1.875	0	0.875	1	0.00488281	0.109375	2	9	16	
433	1.875	-0.1	0.875	1	0.0257161	0.109375	2	9	16	
434	1.875	-0.2	0.875	1	0.0465495	0.109375	2	9	16	
435	1.875	-0.3	0.875	1	0.0673828	0.109375	2	9	16	
436	1.875	-0.4	0.875	1	0.0882161	0.109375	2	9	16	
437	1.875	-0.5	0.875	1	0.109049	0.109375	2	9	16	
438	1.875	-0.6	0.875	1	0.129883	0.109375	2	9	16	
439	1.875	-0.7	0.875	1	0.150716	0.109375	2	9	16	
440	2	0	0	1	0.00520833	0	3	17	24	
441	2	-0.1	0	1	0.0260417	0	3	17	24	
442	2.125	0	0	1	0.00553385	0	3	17	24	
443	2.125	-0.1	0	1	0.0263672	0	3	17	24	
444	2.25	0	0	1	0.00585938	0	3	17	24	
445	2.25	-0.1	0	1	0.0266927	0	3	17	24	
446	2.375	0	0	1	0.0061849	0	3	17	24	
447	2.375	-0.1	0	1	0.0270182	0	3	17	24	
448	2.5	0	0	1	0.00651042	0	3	17	24	
449	2.5	-0.1	0	1	0.0273438	0	3	17	24	
450	2.625	0	0	1	0.00683594	0	3	17	24	
451	2.625	-0.1	0	1	0.0276693	0	3	17	24	
452	2.75	0	0	1	0.00716146	0	3	17	24	
453	2.75	-0.1	0	1	0.0279948	0	3	17	24	
454	2.875	0	0	1	0.00748698	0	3	17	24	
455	2.875	-0.1	0	1	0.0283203	0	3	17	24	
456	2	0	0.125	1	0.00520833	0.015625	3	17	24	
457	2	-0.1	0.125	1	0.0260417	0.015625	3	17	24	
458	2.125	0	0.125	1	0.00553385	0.015625	3	17	24	
459	2.125	-0.1	0.125	1	0.0263672	0.015625	3	17	24	
460	2.25	0	0.125	1	0.00585938	0.015625	3	17	24	
461	2.25	-0.1	0.125	1	0.0266927	0.015625	3	17	24	
462	2.375	0	0.125	1	0.0061849	0.015625	3	17	24	
463	2.375	-0.1	0.125	1	0.0270182	0.015625	3	17	24	
464	2.5	0	0.125	1	0.00651042	0.015625	3	17	24	
465	2.5	-0.1	0.125	1	0.0273438	0.015625	3	17	24	
466	2.625	0	0.125	1	0.00683594	0.015625	3	17	24	
467	2.625	-0.1	0.125	1	0.0276693	0.015625	3	17	24	
468	2.75	0	0.125	1	0.00716146	0.015625	3	17	24	
469	2.75	-0.1	0.125	1	0.0279948	0.015625	3	17	24	
470	2.875	0	0.125	1	0.00748698	0.015625	3	17	24	
471	2.875	-0.1	0.125	1	0.0283203	0.015625	3	17	24	
472	2	0	0.25	1	0.00520833	0.03125	3	17	24	
473	2	-0.1	0.25	1	0.0260417	0.03125	3	17	24	
474	2.125	0	0.25	1	0.00553385	0.03125	3	17	24	
475	2.125	-0.1	0.25	1	0.0263672	0.03125	3	17	24	
476	2.25	0	0.25	1	0.00585938	0.03125	3	17	24	
477	2.25	-0.1	0.25	1	0.0266927	0.03125	3	17	24	
478	2.375	0	0.25	1	0.0061849	0.03125	3	17	24	
479	2.375	-0.1	0.25	1	0.0270182	0.03125	3	17	24	
480	2.5	0	0.25	1	0.00651042	0.03125	3	17	24	
481	2.5	-0.1	0.25	1	0.0273438	0.03125	3	17	24	
482	2.625	0	0.25	1	0.00683594	0.03125	3	17	24	
483	2.625	-0.1	0.25	1	0.0276693	0.03125	3	17	24	
484	2.75	0	0.25	1	0.00716146	0.03125	3	17	24	
485	2.75	-0.1	0.25	1	0.0279948	0.03125	3	17	24	
486	2.875	0	0.25	1	0.00748698	0.03125	3	17	24	
487	2.875	-0.1	0.25	1	0.0283203	0.03125	3	17	24	
488	2	0	0.375	1	0.00520833	0.046875	3	17	24	
489	2	-0.1	0.375	1	0.0260417	0.046875	3	17	24	
490	2	-0.2	0.375	1	0.046875	0.046875	3	17	24	
491	2.125	0	0.375	1	0.00553385	0.046875	3	17	24	
492	2.125	-0.1	0.375	1	0.0263672	0.046875	3	17	24	
493	2.125	-0.2	0.375	1	0.0472005	0.046875	3	17	24	
494	2.25	0	0.375	1	0.00585938	0.046875	3	17	24	
495	2.25	-0.1	0.375	1	0.0266927	0.046875	3	17	24	
496	2.25	-0.2	0.375	1	0.047526	0.046875	3	17	24	
497	2.375	0	0.375	1	0.0061849	0.046875	3	17	24	
498	2.375	-0.1	0.375	1	0.0270182	0.046875	3	17	24	
499	2.375	-0.2	0.375	1	0.0478516	0.046875	3	17	24	
500	2.5	0	0.375	1	0.00651042	0.046875	3	17	24	
501	2.5	-0.1	0.375	1	0.0273438	0.046875	3	17	24	
502	2.5	-0.2	0.375	1	0.0481771	0.046875	3	17	24	
503	2.625	0	0.375	1	0.00683594	0.046875	3	17	24	
504	2.625	-0.1	0.375	1	0.0276693	0.046875	3	17	24	
505	2.625	-0.2	0.375	1	0.0485026	0.046875	3	17	24	
506	2.75	0	0.375	1	0.00716146	0.046875	3	17	24	
507	2.75	-0.1	0.375	1	0.0279948	0.046875	3	17	24	
508	2.75	-0.2	0.375	1	0.0488281	0.046875	3	17	24	
509	2.875	0	0.375	1	0.00748698	0.046875	3	17	24	
510	2.875	-0.1	0.375	1	0.0283203	0.046875	3	17	24	
511	2.875	-0.2	0.375	1	0.0491536	0.046875	3	17	24	
512	2	0	0.5	1	0.00520833	0.0625	3	17	24	
513	2	-0.1	0.5	1	0.0260417	0.0625	3	17	24	
514	2	-0.2	0.5	1	0.046875	0.0625	3	17	24	
515	2	-0.3	0.5	1	0.0677083	0.0625	3	17	24	
516	2.125	0	0.5	1	0.00553385	0.0625	3	17	24	
517	2.125	-0.1	0.5	1	0.0263672	0.0625	3	17	24	
518	2.125	-0.2	0.5	1	0.0472005	0.0625	3	17	24	
519	2.125	-0.3	0.5	1	0.0680339	0.0625	3	17	24	
520	2.25	0	0.5	1	0.00585938	0.0625	3	17	24	
521	2.25	-0.1	0.5	1	0.0266927	0.0625	3	17	24	
522	2.25	-0.2	0.5	1	0.047526	0.0625	3	17	24	
523	2.25	-0.3	0.5	1	0.0683594	0.0625	3	17	24	
524	2.375	0	0.5	1	0.0061849	0.0625	3	17	24	
525	2.375	-0.1	0.5	1	0.0270182	0.0625	3	17	24	
526	2.375	-0.2	0.5	1	0.0478516	0.0625	3	17	24	
527	2.375	-0.3	0.5	1	0.0686849	0.0625	3	17	24	
528	2.5	0	0.5	1	0.00651042	0.0625	3	17	24	
529	2.5	-0.1	0.5	1	0.0273438	0.0625	3	17	24	
530	2.5	-0.2	0.5	1	0.0481771	0.0625	3	17	24	
531	2.5	-0.3	0.5	1	0.0690104	0.0625	3	17	24	
532	2.625	0	0.5	1	0.00683594	0.0625	3	17	24	
533	2.625	-0.1	0.5	1	0.0276693	0.0625	3	17	24	
534	2.625	-0.2	0.5	1	0.0485026	0.0625	3	17	24	
535	2.625	-0.3	0.5	1	0.0693359	0.0625	3	17	24	
536	2.75	0	0.5	1	0.00716146	0.0625	3	17	24	
537	2.75	-0.1	0.5	1	0.0279948	0.0625	3	17	24	
538	2.75	-0.2	0.5	1	0.0488281	0.0625	3	17	24	
539	2.75	-0.3	0.5	1	0.0696615	0.0625	3	17	24	
540	2.875	0	0.5	1	0.00748698	0.0625	3	17	24	
541	2.875	-0.1	0.5	1	0.0283203	0.0625	3	17	24	
542	2.875	-0.2	0.5	1	0.0491536	0.0625	3	17	24	
543	2.875	-0.3	0.5	1	0.069987	0.0625	3	17	24	
544	2	0	0.625	1	0.00520833	0.078125	3	17	24	
545	2	-0.1	0.625	1	0.0260417	0.078125	3	17	24	
546	2	-0.2	0.625	1	0.046875	0.078125	3	17	24	
547	2	-0.3	0.625	1	0.0677083	0.078125	3	17	24	
548	2	-0.4	0.625	1	0.0885417	0.078125	3	17	24	
549	2.125	0	0.625	1	0.00553385	0.078125	3	17	24	
550	2.125	-0.1	0.625	1	0.0263672	0.078125	3	17	24	
551	2.125	-0.2	0.625	1	0.0472005	0.078125	3	17	24	
552	2.125	-0.3	0.625	1	0.0680339	0.078125	3	17	24	
553	2.125	-0.4	0.625	1	0.0888672	0.078125	3	17	24	
554	2.25	0	0.625	1	0.00585938	0.078125	3	17	24	
555	2.25	-0.1	0.625	1	0.0266927	0.078125	3	17	24	
556	2.25	-0.2	0.625	1	0.047526	0.078125	3	17	24	
557	2.25	-0.3	0.625	1	0.0683594	0.078125	3	17	24	
558	2.25	-0.4	0.625	1	0.0891927	0.078125	3	17	24	
559	2.375	0	0.625	1	0.0061849	0.078125	3	17	24	
560	2.375	-0.1	0.625	1	0.0270182	0.078125	3	17	24	
561	2.375	-0.2	0.625	1	0.0478516	0.078125	3	17	24	
562	2.375	-0.3	0.625	1	0.0686849	0.078125	3	17	24	
563	2.375	-0.4	0.625	1	0.0895182	0.078125	3	17	24	
564	2.5	0	0.625	1	0.00651042	0.078125	3	17	24	
565	2.5	-0.1	0.625	1	0.0273438	0.078125	3	17	24	
566	2.5	-0.2	0.625	1	0.0481771	0.078125	3	17	24	
567	2.5	-0.3	0.625	1	0.0690104	0.078125	3	17	24	
568	2.5	-0.4	0.625	1	0.0898438	0.078125	3	17	24	
569	2.625	0	0.625	1	0.00683594	0.078125	3	17	24	
570	2.625	-0.1	0.625	1	0.0276693	0.078125	3	17	24	
571	2.625	-0.2	0.625	1	0.0485026	0.078125	3	17	24	
572	2.625	-0.3	0.625	1	0.0693359	0.078125	3	17	24	
573	2.625	-0.4	0.625	1	0.0901693	0.078125	3	17	24	
574	2.75	0	0.625	1	0.00716146	0.078125	3	17	24	
575	2.75	-0.1	0.625	1	0.0279948	0.078125	3	17	24	
576	2.75	-0.2	0.625	1	0.0488281	0.078125	3	17	24	
577	2.75	-0.3	0.625	1	0.0696615	0.078125	3	17	24	
578	2.75	-0.4	0.625	1	0.0904948	0.078125	3	17	24	
579	2.875	0	0.625	1	0.00748698	0.078125	3	17	24	
580	2.875	-0.1	0.625	1	0.0283203	0.078125	3	17	24	
581	2.875	-0.2	0.625	1	0.0491536	0.078125	3	17	24	
582	2.875	-0.3	0.625	1	0.069987	0.078125	3	17	24	
583	2.875	-0.4	0.625	1	0.0908203	0.078125	3	17	24	
584	2	0	0.75	1	0.00520833	0.09375	3	17	24	
585	2	-0.1	0.75	1	0.0260417	0.09375	3	17	24	
586	2	-0.2	0.75	1	0.046875	0.09375	3	17	24	
587	2	-0.3	0.75	1	0.0677083	0.09375	3	17	24	
588	2	-0.4	0.75	1	0.0885417	0.09375	3	17	24	
589	2	-0.5	0.75	1	0.109375	0.09375	3	17	24	
590	2.125	0	0.75	1	0.00553385	0.09375	3	17	24	
591	2.125	-0.1	0.75	1	0.0263672	0.09375	3	17	24	
592	2.125	-0.2	0.75	1	0.0472005	0.09375	3	17	24	
593	2.125	-0.3	0.75	1	0.0680339	0.09375	3	17	24	
594	2.125	-0.4	0.75	1	0.0888672	0.09375	3	17	24	
595	2.125	-0.5	0.75	1	0.109701	0.09375	3	17	24	
596	2.25	0	0.75	1	0.00585938	0.09375	3	17	24	
597	2.25	-0.1	0.75	1	0.0266927	0.09375	3	17	24	
598	2.25	-0.2	0.75	1	0.047526	0.09375	3	17	24	
599	2.25	-0.3	0.75	1	0.0683594	0.09375	3	17	24	
600	2.25	-0.4	0.75	1	0.0891927	0.09375	3	17	24	
601	2.25	-0.5	0.75	1	0.110026	0.09375	3	17	24	
602	2.375	0	0.75	1	0.0061849	0.09375	3	17	24	
603	2.375	-0.1	0.75	1	0.0270182	0.09375	3	17	24	
604	2.375	-0.2	0.75	1	0.0478516	0.09375	3	17	24	
605	2.375	-0.3	0.75	1	0.0686849	0.09375	3	17	24	
606	2.375	-0.4	0.75	1	0.0895182	0.09375	3	17	24	
607	2.375	-0.5	0.75	1	0.110352	0.09375	3	17	24	
608	2.5	0	0.75	1	0.00651042	0.09375	3	17	24	
609	2.5	-0.1	0.75	1	0.0273438	0.09375	3	17	24	
610	2.5	-0.2	0.75	1	0.0481771	0.09375	3	17	24	
611	2.5	-0.3	0.75	1	0.0690104	0.09375	3	17	24	
612	2.5	-0.4	0.75	1	0.0898438	0.09375	3	17	24	
613	2.5	-0.5	0.75	1	0.110677	0.09375	3	17	24	
614	2.625	0	0.75	1	0.00683594	0.09375	3	17	24	
615	2.625	-0.1	0.75	1	0.0276693	0.09375	3	17	24	
616	2.625	-0.2	0.75	1	0.0485026	0.09375	3	17	24	
617	2.625	-0.3	0.75	1	0.0693359	0.09375	3	17	24	
618	2.625	-0.4	0.75	1	0.0901693	0.09375	3	17	24	
619	2.625	-0.5	0.75	1	0.111003	0.09375	3	17	24	
620	2.75	0	0.75	1	0.00716146	0.09375	3	17	24	
621	2.75	-0.1	0.75	1	0.0279948	0.09375	3	17	24	
622	2.75	-0.2	0.75	1	0.0488281	0.09375	3	17	24	
623	2.75	-0.3	0.75	1	0.0696615	0.09375	3	17	24	
624	2.75	-0.4	0.75	1	0.0904948	0.09375	3	17	24	
625	2.75	-0.5	0.75	1	0.111328	0.09375	3	17	24	
626	2.875	0	0.75	1	0.00748698	0.09375	3	17	24	
627	2.875	-0.1	0.75	1	0.0283203	0.09375	3	17	24	
628	2.875	-0.2	0.75	1	0.0491536	0.09375	3	17	24	
629	2.875	-0.3	0.75	1	0.069987	0.09375	3	17	24	
630	2.875	-0.4	0.75	1	0.0908203	0.09375	3	17	24	
631	2.875	-0.5	0.75	1	0.111654	0.09375	3	17	24	
632	2	0	0.875	1	0.00520833	0.109375	3	17	24	
633	2	-0.1	0.875	1	0.0260417	0.109375	3	17	24	
634	2	-0.2	0.875	1	0.046875	0.109375	3	17	24	
635	2	-0.3	0.875	1	0.0677083	0.109375	3	17	24	
636	2	-0.4	0.875	1	0.0885417	0.109375	3	17	24	
637	2	-0.5	0.875	1	0.109375	0.109375	3	17	24	
638	2	-0.6	0.875	1	0.130208	0.109375	3	17	24	
639	2	-0.7	0.875	1	0.151042	0.109375	3	17	24	
640	2.125	0	0.875	1	0.00553385	0.109375	3	17	24	
641	2.125	-0.1	0.875	1	0.0263672	0.109375	3	17	24	
642	2.125	-0.2	0.875	1	0.0472005	0.109375	3	17	24	
643	2.125	-0.3	0.875	1	0.0680339	0.109375	3	17	24	
644	2.125	-0.4	0.875	1	0.0888672	0.109375	3	17	24	
645	2.125	-0.5	0.875	1	0.109701	0.109375	3	17	24	
646	2.125	-0.6	0.875	1	0.130534	0.109375	3	17	24	
647	2.125	-0.7	0.875	1	0.151367	0.109375	3	17	24	
648	2.25	0	0.875	1	0.00585938	0.109375	3	17	24	
649	2.25	-0.1	0.875	1	0.0266927	0.109375	3	17	24	
650	2.25	-0.2	0.875	1	0.047526	0.109375	3	17	24	
651	2.25	-0.3	0.875	1	0.0683594	0.109375	3	17	24	
652	2.25	-0.4	0.875	1	0.0891927	0.109375	3	17	24	
653	2.25	-0.5	0.875	1	0.110026	0.109375	3	17	24	
654	2.25	-0.6	0.875	1	0.130859	0.109375	3	17	24	
655	2.25	-0.7	0.875	1	0.151693	0.109375	3	17	24	
656	2.375	0	0.875	1	0.0061849	0.109375	3	17	24	
657	2.375	-0.1	0.875	1	0.0270182	0.109375	3	17	24	
658	2.375	-0.2	0.875	1	0.0478516	0.109375	3	17	24	
659	2.375	-0.3	0.875	1	0.0686849	0.109375	3	17	24	
660	2.375	-0.4	0.875	1	0.0895182	0.109375	3	17	24	
661	2.375	-0.5	0.875	1	0.110352	0.109375	3	17	24	
662	2.375	-0.6	0.875	1	0.131185	0.109375	3	17	24	
663	2.375	-0.7	0.875	1	0.152018	0.109375	3	17	24	
664	2.5	0	0.875	1	0.00651042	0.109375	3	17	24	
665	2.5	-0.1	0.875	1	0.0273438	0.109375	3	17	24	
666	2.5	-0.2	0.875	1	0.0481771	0.109375	3	17	24	
667	2.5	-0.3	0.875	1	0.0690104	0.109375	3	17	24	
668	2.5	-0.4	0.875	1	0.0898438	0.109375	3	17	24	
669	2.5	-0.5	0.875	1	0.110677	0.109375	3	17	24	
670	2.5	-0.6	0.875	1	0.13151	0.109375	3	17	24	
671	2.5	-0.7	0.875	1	0.152344	0.109375	3	17	24	
672	2.625	0	0.875	1	0.00683594	0.109375	3	17	24	
673	2.625	-0.1	0.875	1	0.0276693	0.109375	3	17	24	
674	2.625	-0.2	0.875	1	0.0485026	0.109375	3	17	24	
675	2.625	-0.3	0.875	1	0.0693359	0.109375	3	17	24	
676	2.625	-0.4	0.875	1	0.0901693	0.109375	3	17	24	
677	2.625	-0.5	0.875	1	0.111003	0.109375	3	17	24	
678	2.625	-0.6	0.875	1	0.131836	0.109375	3	17	24	
679	2.625	-0.7	0.875	1	0.152669	0.109375	3	17	24	
680	2.75	0	0.875	1	0.00716146	0.109375	3	17	24	
681	2.75	-0.1	0.875	1	0.0279948	0.109375	3	17	24	
682	2.75	-0.2	0.875	1	0.0488281	0.109375	3	17	24	
683	2.75	-0.3	0.875	1	0.0696615	0.109375	3	17	24	
684	2.75	-0.4	0.875	1	0.0904948	0.109375	3	17	24	
685	2.75	-0.5	0.875	1	0.111328	0.109375	3	17	24	
686	2.75	-0.6	0.875	1	0.132161	0.109375	3	17	24	
687	2.75	-0.7	0.875	1	0.152995	0.109375	3	17	24	
688	2.875	0	0.875	1	0.00748698	0.109375	3	17	24	
689	2.875	-0.1	0.875	1	0.0283203	0.109375	3	17	24	
690	2.875	-0.2	0.875	1	0.0491536	0.109375	3	17	24	
691	2.875	-0.3	0.875	1	0.069987	0.109375	3	17	24	
692	2.875	-0.4	0.875	1	0.0908203	0.109375	3	17	24	
693	2.875	-0.5	0.875	1	0.111654	0.109375	3	17	24	
694	2.875	-0.6	0.875	1	0.132487	0.109375	3	17	24	
695	2.875	-0.7	0.875	1	0.15332	0.109375	3	17	24	
696	3	0	0	1	0.0078125	0	4	25	32	
697	3	-0.1	0	1	0.0286458	0	4	25	32	
698	3.125	0	0	1	0.00813802	0	4	25	32	
699	3.125	-0.1	0	1	0.0289714	0	4	25	32	
700	3.25	0	0	1	0.00846354	0	4	25	32	
701	3.25	-0.1	0	1	0.0292969	0	4	25	32	
702	3.375	0	0	1	0.00878906	0	4	25	32	
703	3.375	-0.1	0	1	0.0296224	0	4	25	32	
704	3.5	0	0	1	0.00911458	0	4	25	32	
705	3.5	-0.1	0	1	0.0299479	0	4	25	32	
706	3.625	0	0	1	0.0094401	0	4	25	32	
707	3.625	-0.1	0	1	0.0302734	0	4	25	32	
708	3.75	0	0	1	0.00976562	0	4	25	32	
709	3.75	-0.1	0	1	0.030599	0	4	25	32	
710	3.875	0	0	1	0.0100911	0	4	25	32	
711	3.875	-0.1	0	1	0.0309245	0	4	25	32	
712	3	0	0.125	1	0.0078125	0.015625	4	25	32	
713	3	-0.1	0.125	1	0.0286458	0.015625	4	25	32	
714	3.125	0	0.125	1	0.00813802	0.015625	4	25	32	
715	3.125	-0.1	0.125	1	0.0289714	0.015625	4	25	32	
716	3.25	0	0.125	1	0.00846354	0.015625	4	25	32	
717	3.25	-0.1	0.125	1	0.0292969	0.015625	4	25	32	
718	3.375	0	0.125	1	0.00878906	0.015625	4	25	32	
719	3.375	-0.1	0.125	1	0.0296224	0.015625	4	25	32	
720	3.5	0	0.125	1	0.00911458	0.015625	4	25	32	
721	3.5	-0.1	0.125	1	0.0299479	0.015625	4	25	32	
722	3.625	0	0.125	1	0.0094401	0.015625	4	25	32	
723	3.625	-0.1	0.125	1	0.0302734	0.015625	4	25	32	
724	3.75	0	0.125	1	0.00976562	0.015625	4	25	32	
725	3.75	-0.1	0.125	1	0.030599	0.015625	4	25	32	
726	3.875	0	0.125	1	0.0100911	0.015625	4	25	32	
727	3.875	-0.1	0.125	1	0.0309245	0.015625	4	25	32	
728	3	0	0.25	1	0.0078125	0.03125	4	25	32	
729	3	-0.1	0.25	1	0.0286458	0.03125	4	25	32	
730	3.125	0	0.25	1	0.00813802	0.03125	4	25	32	
731	3.125	-0.1	0.25	1	0.0289714	0.03125	4	25	32	
732	3.25	0	0.25	1	0.00846354	0.03125	4	25	32	
733	3.25	-0.1	0.25	1	0.0292969	0.03125	4	25	32	
734	3.375	0	0.25	1	0.00878906	0.03125	4	25	32	
735	3.375	-0.1	0.25	1	0.0296224	0.03125	4	25	32	
736	3.5	0	0.25	1	0.00911458	0.03125	4	25	32	
737	3.5	-0.1	0.25	1	0.0299479	0.03125	4	25	32	
738	3.625	0	0.25	1	0.0094401	0.03125	4	25	32	
739	3.625	-0.1	0.25	1	0.0302734	0.03125	4	25	32	
740	3.75	0	0.25	1	0.00976562	0.03125	4	25	32	
741	3.75	-0.1	0.25	1	0.030599	0.03125	4	25	32	
742	3.875	0	0.25	1	0.0100911	0.03125	4	25	32	
743	3.875	-0.1	0.25	1	0.0309245	0.03125	4	25	32	
744	3	0	0.375	1	0.0078125	0.046875	4	25	32	
745	3	-0.1	0.375	1	0.0286458	0.046875	4	25	32	
746	3	-0.2	0.375	1	0.0494792	0.046875	4	25	32	
747	3.125	0	0.375	1	0.00813802	0.046875	4	25	32	
748	3.125	-0.1	0.375	1	0.0289714	0.046875	4	25	32	
749	3.125	-0.2	0.375	1	0.0498047	0.046875	4	25	32	
750	3.25	0	0.375	1	0.00846354	0.046875	4	25	32	
751	3.25	-0.1	0.375	1	0.0292969	0.046875	4	25	32	
752	3.25	-0.2	0.375	1	0.0501302	0.046875	4	25	32	
753	3.375	0	0.375	1	0.00878906	0.046875	4	25	32	
754	3.375	-0.1	0.375	1	0.0296224	0.046875	4	25	32	
755	3.375	-0.2	0.375	1	0.0504557	0.046875	4	25	32	
756	3.5	0	0.375	1	0.00911458	0.046875	4	25	32	
757	3.5	-0.1	0.375	1	0.0299479	0.046875	4	25	32	
758	3.5	-0.2	0.375	1	0.0507812	0.046875	4	25	32	
759	3.625	0	0.375	1	0.0094401	0.046875	4	25	32	
760	3.625	-0.1	0.375	1	0.0302734	0.046875	4	25	32	
761	3.625	-0.2	0.375	1	0.0511068	0.046875	4	25	32	
762	3.75	0	0.375	1	0.00976562	0.046875	4	25	32	
763	3.75	-0.1	0.375	1	0.030599	0.046875	4	25	32	
764	3.75	-0.2	0.375	1	0.0514323	0.046875	4	25	32	
765	3.875	0	0.375	1	0.0100911	0.046875	4	25	32	
766	3.875	-0.1	0.375	1	0.0309245	0.046875	4	25	32	
767	3.875	-0.2	0.375	1	0.0517578	0.046875	4	25	32	
768	3	0	0.5	1	0.0078125	0.0625	4	25	32	
769	3	-0.1	0.5	1	0.0286458	0.0625	4	25	32	
770	3	-0.2	0.5	1	0.0494792	0.0625	4	25	32	
771	3	-0.3	0.5	1	0.0703125	0.0625	4	25	32	
772	3.125	0	0.5	1	0.00813802	0.0625	4	25	32	
773	3.125	-0.1	0.5	1	0.0289714	0.0625	4	25	32	
774	3.125	-0.2	0.5	1	0.0498047	0.0625	4	25	32	
775	3.125	-0.3	0.5	1	0.070638	0.0625	4	25	32	
776	3.25	0	0.5	1	0.00846354	0.0625	4	25	32	
777	3.25	-0.1	0.5	1	0.0292969	0.0625	4	25	32	
778	3.25	-0.2	0.5	1	0.0501302	0.0625	4	25	32	
779	3.25	-0.3	0.5	1	0.0709635	0.0625	4	25	32	
780	3.375	0	0.5	1	0.00878906	0.0625	4	25	32	
781	3.375	-0.1	0.5	1	0.0296224	0.0625	4	25	32	
782	3.375	-0.2	0.5	1	0.0504557	0.0625	4	25	32	
783	3.375	-0.3	0.5	1	0.0712891	0.0625	4	25	32	
784	3.5	0	0.5	1	0.00911458	0.0625	4	25	32	
785	3.5	-0.1	0.5	1	0.0299479	0.0625	4	25	32	
786	3.5	-0.2	0.5	1	0.0507812	0.0625	4	25	32	
787	3.5	-0.3	0.5	1	0.0716146	0.0625	4	25	32	
788	3.625	0	0.5	1	0.0094401	0.0625	4	25	32	
789	3.625	-0.1	0.5	1	0.0302734	0.0625	4	25	32	
790	3.625	-0.2	0.5	1	0.0511068	0.0625	4	25	32	
791	3.625	-0.3	0.5	1	0.0719401	0.0625	4	25	32	
792	3.75	0	0.5	1	0.00976562	0.0625	4	25	32	
793	3.75	-0.1	0.5	1	0.030599	0.0625	4	25	32	
794	3.75	-0.2	0.5	1	0.0514323	0.0625	4	25	32	
795	3.75	-0.3	0.5	1	0.0722656	0.0625	4	25	32	
796	3.875	0	0.5	1	0.0100911	0.0625	4	25	32	
797	3.875	-0.1	0.5	1	0.0309245	0.0625	4	25	32	
798	3.875	-0.2	0.5	1	0.0517578	0.0625	4	25	32	
799	3.875	-0.3	0.5	1	0.0725911	0.0625	4	25	32	
800	3	0	0.625	1	0.0078125	0.078125	4	25	32	
801	3	-0.1	0.625	1	0.0286458	0.078125	4	25	32	
802	3	-0.2	0.625	1	0.0494792	0.078125	4	25	32	
803	3	-0.3	0.625	1	0.0703125	0.078125	4	25	32	
804	3	-0.4	0.625	1	0.0911458	0.078125	4	25	32	
805	3.125	0	0.625	1	0.00813802	0.078125	4	25	32	
806	3.125	-0.1	0.625	1	0.0289714	0.078125	4	25	32	
807	3.125	-0.2	0.625	1	0.0498047	0.078125	4	25	32	
808	3.125	-0.3	0.625	1	0.070638	0.078125	4	25	32	
809	3.125	-0.4	0.625	1	0.0914714	0.078125	4	25	32	
810	3.25	0	0.625	1	0.00846354	0.078125	4	25	32	
811	3.25	-0.1	0.625	1	0.0292969	0.078125	4	25	32	
812	3.25	-0.2	0.625	1	0.0501302	0.078125	4	25	32	
813	3.25	-0.3	0.625	1	0.0709635	0.078125	4	25	32	
814	3.25	-0.4	0.625	1	0.0917969	0.078125	4	25	32	
815	3.375	0	0.625	1	0.00878906	0.078125	4	25	32	
816	3.375	-0.1	0.625	1	0.0296224	0.078125	4	25	32	
817	3.375	-0.2	0.625	1	0.0504557	0.078125	4	25	32	
818	3.375	-0.3	0.625	1	0.0712891	0.078125	4	25	32	
819	3.375	-0.4	0.625	1	0.0921224	0.078125	4	25	32	
820	3.5	0	0.625	1	0.00911458	0.078125	4	25	32	
821	3.5	-0.1	0.625	1	0.0299479	0.078125	4	25	32	
822	3.5	-0.2	0.625	1	0.0507812	0.078125	4	25	32	
823	3.5	-0.3	0.625	1	0.0716146	0.078125	4	25	32	
824	3.5	-0.4	0.625	1	0.0924479	0.078125	4	25	32	
825	3.625	0	0.625	1	0.0094401	0.078125	4	25	32	
826	3.625	-0.1	0.625	1	0.0302734	0.078125	4	25	32	
827	3.625	-0.2	0.625	1	0.0511068	0.078125	4	25	32	
828	3.625	-0.3	0.625	1	0.0719401	0.078125	4	25	32	
829	3.625	-0.4	0.625	1	0.0927734	0.078125	4	25	32	
830	3.75	0	0.625	1	0.00976562	0.078125	4	25	32	
831	3.75	-0.1	0.625	1	0.030599	0.078125	4	25	32	
832	3.75	-0.2	0.625	1	0.0514323	0.078125	4	25	32	
833	3.75	-0.3	0.625	1	0.0722656	0.078125	4	25	32	
834	3.75	-0.4	0.625	1	0.093099	0.078125	4	25	32	
835	3.875	0	0.625	1	0.0100911	0.078125	4	25	32	
